A coroa usada como prÍmio pelos atletas greco-romanos era feita com folhas de qual planta?;JACARAND√Å;PARREIRA;LOURO;√âBANO;3;DIFICIL
Qual mineral È a principal fonte do alumÌnio?;BAUXITA;CALC√ÅRIO;CALCITA;CASSITERITA;1;DIFICIL
Como representamos o n˙mero 500 em algarismos romanos?;C;M;D;L;3;DIFICIL
Que objeto È o Santo Graal?;C√ÅLICE;TECIDO;LIVRO;T√ÅBUA;1;DIFICIL
Q¸ingentÈsimo corresponde a qual n˙mero?;500;5.000;50;5;1;DIFICIL
Onde nasceu o artista pl·stico C‚ndido Portinari?;BRASIL;IT√ÅLIA;GR√âCIA;ESPANHA;1;DIFICIL
Como se chama o estudo das mudanÁas das significaÁıes das palavras?;FON√âTICA;SEM√ÇNTICA;FILOSOFIA;PSIQUIATRIA;2;DIFICIL
O estudo das relaÁıes dos seres vivos e o meio ambiente em que vivem chama-se:;PALEONTOLOGIA;ENDOSCOPIA;ORTODONTIA;ECOLOGIA;4;DIFICIL
Qual È a ciÍncia que estuda a origem e a derivaÁ„o das palavras?;ENDOSCOPIA;GRAFOLOGIA;RADIOGRAFIA;ETIMOLOGIA;4;DIFICIL
Qual È o objeto de estudo da entomologia?;INSETOS;AVES;DENTES;S√çMBOLOS;1;DIFICIL
Que vitamina tambÈm pode ser chamada de retinol?;A;B;C;E;1;DIFICIL
Kampala È a capital de qual paÌs?;UGANDA;NIG√âRIA;MO√áAMBIQUE;RUANDA;1;DIFICIL
Que pintor brasileiro retratava os problemas sociais do Brasil?;DI CAVALCANTI;C√ÇNDIDO PORTINARI;VOLPI;TARSILA DO AMARAL;2;DIFICIL
Qual È o nome da esposa do escritor Jorge Amado?;Z√âLIA CARDOSO DE MELO;Z√âLIA GATTAI;Z√âLIA RIBEIRO;Z√âLIA DE ALMEIDA;2;DIFICIL
Que paÌs sul-americano foi chamado de ProvÌncia Cisplatina?;CHILE;COL√îMBIA;URUGUAI;EQUADOR;3;DIFICIL
De que paÌs a IndonÈsia se tornou independente em 1949?;AUSTR√ÅLIA;PA√çSES BAIXOS;√çNDIA;√ÅFRICA DO SUL;2;DIFICIL
Onde nasceu a grande cantora de Ûpera Maria Callas?;ROMA;NOVA YORK;PARIS;ATENAS;2;DIFICIL
Entre quais paÌses est· localizado o Estreito de Gibraltar?;NORUEGA E DINAMARCA;ESPANHA E MARROCOS;PORTUGAL E ESPANHA;SU√ç√áA E SU√âCIA;2;DIFICIL
Quantos pares de cromossomos possui o ser humano sadio?;22;23;24;25;2;DIFICIL
Qual das seguintes palavras n„o È um sinÙnimo de ìmermarî?;DEBILITAR;DIMINUIR;MINGUAR;AUMENTAR;4;DIFICIL
Quem deu origem ‡ moderna ling¸Ìstica?;HORASE DE SAUSSURE;BENOITE SAUSSURE;NICOLAS SAUSSURE;FERDINAND DE SAUSSURE;4;DIFICIL
Em que ano os muÁulmanos invadiram a PenÌnsula IbÈrica?;620;750;711;1080;3;DIFICIL
O que È ìnotocÛrdioî?;ESTRUTURA CELULAR;BICO DAS AVES;EMBARCA√á√ÉO;M√ÅRTIR;1;DIFICIL
Como se chamava o antigo senado romano?;C√öRIA;CENURO;DISTRITO;DIOCESE;1;DIFICIL
Qual era a nacionalidade do palhaÁo Charlie Rivel?;INGLESA;AMERICANA;FRANCESA;ESPANHOLA;4;DIFICIL
A medida da latitude varia de:;0¬∫ A 180¬∫;90¬∫ A 180¬∫;0¬∫ A 90¬∫;180¬∫ A 360¬∫;3;DIFICIL
Em qual regi„o est„o 90% de todo o gelo da terra?;√ÅRTICA;ANT√ÅRTICA;TROPICAL;TEMPERADA;2;DIFICIL
Qual ave pıe ovos azuis?;EMU;GAR√áA-CINZENTA;SABI√Å;AVESTRUZ;2;DIFICIL
Qual È o sobrenome dos irm„os que inventaram o cinema?;LUMI√àRE;MARX;WARNER;GOLDWIN;1;DIFICIL
O termo Impressionismo nasceu de uma tela de:;EDOUARD MANET;AUGUST RENOIR;CLAUDE MONET;PAUL C√âZANNE;3;DIFICIL
Quem na mitologia grega roubou o fogo do Olimpo?;H√âRCULES;S√çSIFO;PROMETEU;APOLO;3;DIFICIL
Que instrumento È usado para medir a press„o dos gases?;MAN√îMETRO;TERM√îMETRO;BAR√îMETRO;BAF√îMETRO;1;DIFICIL
Onde fica a cidade de Palo Alto?;NOS ESTADOS UNIDOS;NA ARGENTINA;NO M√âXICO;NA ESPANHA;1;DIFICIL
Como se chama um recife de coral que forma uma laguna?;ARQUIP√âLAGO;MAR;PEQUENO LAGO;ATOL;4;DIFICIL
Aconc·gua È:;UMA PEDRA;UM VULC√ÉO EXTINTO;UM LAGO;UM CANAL;2;DIFICIL
Qual compositor teve o corpo enterrado na FranÁa e o coraÁ„o na PolÙnia?;SCHUMAN;CHOPIN;GRIEG;SCARLATTI;2;DIFICIL
Qual a vibraÁ„o sonora de freq¸Íncia superior a 20.000 ciclos/seg?;ULTRA-SOM;ALTO-SOM;HIPER-SOM;MACRO-SOM;1;DIFICIL
Uma mulher ultriz È o quÍ?;S√ÅBIA;VINGADORA;AMANTE;AD√öLTERA;2;DIFICIL
Que arquiteto desenhou a pir‚mide de vidro do jardim do Louvre?;PHILIP JOHNSON;LE CORBUSIER;FRANK GEHRY;I.M. PEI;4;DIFICIL
Qual foi a capital do Jap„o antes de TÛquio?;QUIOTO;FUKUOKA;OSAKA;SENDAI;1;DIFICIL
Incluindo os tent·culos, quantos ìbraÁosî uma lula tem normalmente?;DEZ;OITO;DOZE;SEIS;1;DIFICIL
